Timestamp,Motor Name,Voltage,Horsepower,Speed
2024-07-31 00:00:00,TENV Induction motor v1,227.74406751963662,0.1970744352015505,3590.5759235310943
2024-07-31 00:02:00,TENV Induction motor v1,228.5759468318621,0.12130828043529213,3573.8041992984117
2024-07-31 00:04:00,TENV Induction motor v1,228.0138168803582,0.18185740546143897,3576.1577994996037
2024-07-31 00:06:00,TENV Induction motor v1,227.7244159149845,0.21214015082233634,3562.526029320859
2024-07-31 00:08:00,TENV Induction motor v1,227.1182739966945,0.12571680616313177,3580.2521508405234
2024-07-31 00:10:00,TENV Induction motor v1,228.2294705653333,0.23433779279308492,3565.145240433492
2024-07-31 00:12:00,TENV Induction motor v1,227.18793605631348,0.18761058416263748,3578.864200727149
2024-07-31 00:14:00,TENV Induction motor v1,229.4588650039104,0.12398593628234332,3558.4839057787035
2024-07-31 00:16:00,TENV Induction motor v1,229.81831380250514,0.14917376954970923,3557.973454617058
2024-07-31 00:18:00,TENV Induction motor v1,226.91720759412888,0.2439778405355507,3570.8514870595995
2024-07-31 00:20:00,TENV Induction motor v1,228.95862519041333,0.1957015652967672,3571.340975755527
2024-07-31 00:22:00,TENV Induction motor v1,227.64447459876453,0.13397143380994458,3563.405463245627
2024-07-31 00:24:00,TENV Induction motor v1,227.84022280546966,0.15738078529647298,3556.5798425183343
2024-07-31 00:26:00,TENV Induction motor v1,229.6279831914633,0.17937147136186293,3551.960526960695
2024-07-31 00:28:00,TENV Induction motor v1,225.35518029098944,0.12272350900480496,3551.261591364391
2024-07-31 00:30:00,TENV Induction motor v1,225.4356464985077,0.17351001676978864,3563.5775145003236
2024-07-31 00:32:00,TENV Induction motor v1,225.10109198720164,0.18362962260651075,3573.092672108097
2024-07-31 00:34:00,TENV Induction motor v1,229.16309922773968,0.15167812378656018,3586.312164065306
2024-07-31 00:36:00,TENV Induction motor v1,228.89078375474926,0.19652307003795827,3573.7435850357006
2024-07-31 00:38:00,TENV Induction motor v1,229.3500607412341,0.217921215546983,3595.202540971764
2024-07-31 00:40:00,TENV Induction motor v1,229.89309171116383,0.1506584491337326,3551.7609902287704
2024-07-31 00:42:00,TENV Induction motor v1,228.99579282108363,0.2006649870363984,3559.033031077032
2024-07-31 00:44:00,TENV Induction motor v1,227.30739681126465,0.2031508915852864,3566.9257246385073
2024-07-31 00:46:00,TENV Induction motor v1,228.90264588143228,0.24331023914674932,3578.874809403256
2024-07-31 00:48:00,TENV Induction motor v1,225.59137212934468,0.22117590174853768,3592.636807894697
2024-07-31 00:50:00,TENV Induction motor v1,228.19960510663762,0.23028488507270078,3567.510097597829
2024-07-31 00:52:00,TENV Induction motor v1,225.71676643704524,0.18375458809671577,3563.399434125221
2024-07-31 00:54:00,TENV Induction motor v1,229.72334458524793,0.14409531630731975,3553.094458442145
2024-07-31 00:56:00,TENV Induction motor v1,227.60924160875035,0.24945598808475256,3591.065173884905
2024-07-31 00:58:00,TENV Induction motor v1,227.07330969995263,0.13681624893503094,3568.983322160334
2024-07-31 01:00:00,TENV Induction motor v1,226.32277806052315,0.1812894515160545,3578.5775097708465
2024-07-31 01:02:00,TENV Induction motor v1,228.87116844717107,0.12885210290147386,3599.177770908561
2024-07-31 01:04:00,TENV Induction motor v1,227.28075166108275,0.24270061145560654,3550.0797285302147
2024-07-31 01:06:00,TENV Induction motor v1,227.84216974434324,0.24544024231029715,3557.2725070349434
2024-07-31 01:08:00,TENV Induction motor v1,225.09394900218177,0.21352057806051655,3588.955549700968
2024-07-31 01:10:00,TENV Induction motor v1,228.0881774853794,0.16549906967192196,3590.256374260392
2024-07-31 01:12:00,TENV Induction motor v1,228.0604786136121,0.15306971214529116,3588.4623559516376
2024-07-31 01:14:00,TENV Induction motor v1,228.0846699843738,0.15448943218981614,3576.8499445521416
2024-07-31 01:16:00,TENV Induction motor v1,229.71874039257312,0.13654822330460972,3598.9428490511527
2024-07-31 01:18:00,TENV Induction motor v1,228.4091014955174,0.18835516389997398,3569.809227999766
2024-07-31 01:20:00,TENV Induction motor v1,226.79753950286894,0.13843624584119207,3580.0971849056555
2024-07-31 01:22:00,TENV Induction motor v1,227.1851597689967,0.16117498665194932,3553.1684502274425
2024-07-31 01:24:00,TENV Induction motor v1,228.48815597963633,0.20147184187468364,3570.492872495367
2024-07-31 01:26:00,TENV Induction motor v1,225.30112735814635,0.21458066924679747,3586.1250043754962
2024-07-31 01:28:00,TENV Induction motor v1,228.33383357722835,0.12315545160086795,3561.936942038535
2024-07-31 01:30:00,TENV Induction motor v1,228.3531893480908,0.17591507796897618,3597.1913794536576
2024-07-31 01:32:00,TENV Induction motor v1,226.0519128053692,0.20477619732947808,3584.3391683821646
2024-07-31 01:34:00,TENV Induction motor v1,225.64463148827426,0.23092197690060667,3564.3787691428784
2024-07-31 01:36:00,TENV Induction motor v1,226.57714175462092,0.1817922216875707,3588.449946135293
2024-07-31 01:38:00,TENV Induction motor v1,226.81855385471312,0.2459967633232991,3554.1582385904053
2024-07-31 01:40:00,TENV Induction motor v1,227.8509838520894,0.15453223118038814,3598.7387211255227
2024-07-31 01:42:00,TENV Induction motor v1,227.1930075673116,0.12175613186147345,3552.464262953678
2024-07-31 01:44:00,TENV Induction motor v1,229.94186919029613,0.1828878724112257,3596.6727945574357
2024-07-31 01:46:00,TENV Induction motor v1,225.51022405374013,0.15329479335260232,3562.642693887413
2024-07-31 01:48:00,TENV Induction motor v1,226.04438378047416,0.22708329736301203,3587.8912053845447
2024-07-31 01:50:00,TENV Induction motor v1,225.80654758942498,0.15026044738354458,3550.0036849716553
2024-07-31 01:52:00,TENV Induction motor v1,228.265541627327,0.1603817983778698,3562.71200445898
2024-07-31 01:54:00,TENV Induction motor v1,226.2664580126989,0.22285956603248458,3587.455030332486
2024-07-31 01:56:00,TENV Induction motor v1,227.33155386428155,0.2129686227632968,3576.616803544866
2024-07-31 01:58:00,TENV Induction motor v1,226.222127960008,0.19254666076544413,3555.7476074818555
2024-07-31 02:00:00,TENV Induction motor v1,225.7948479182276,0.21164324804995874,3569.681487291864
2024-07-31 02:02:00,TENV Induction motor v1,225.55187570582152,0.17442279226410345,3568.777467754227
2024-07-31 02:04:00,TENV Induction motor v1,228.28164794732638,0.12069030618990681,3578.4081122090474
2024-07-31 02:06:00,TENV Induction motor v1,225.69091475674307,0.12147616670658502,3583.398853623011
2024-07-31 02:08:00,TENV Induction motor v1,225.98291180840027,0.18645883238457928,3592.0415121206124
2024-07-31 02:10:00,TENV Induction motor v1,226.84362585330481,0.1308278273634699,3574.861569848869
2024-07-31 02:12:00,TENV Induction motor v1,229.1049661492397,0.12663981242200337,3569.6010858652585
2024-07-31 02:14:00,TENV Induction motor v1,225.4855063789653,0.24551716308787153,3557.198826704769
2024-07-31 02:16:00,TENV Induction motor v1,229.18972453749402,0.23167034315554763,3590.2411482494863
2024-07-31 02:18:00,TENV Induction motor v1,225.48049203946982,0.13976353953724402,3585.668520270728
2024-07-31 02:20:00,TENV Induction motor v1,229.882297325067,0.12008634841672658,3570.4338698727342
2024-07-31 02:22:00,TENV Induction motor v1,227.3432560082385,0.24241681340066834,3575.9216154971336
2024-07-31 02:24:00,TENV Induction motor v1,229.88380544095168,0.15618228878161486,3583.2591422205946
