Timestamp,Motor Name,Voltage,Horsepower,Speed,Status
2024-07-31 00:00:00,TEBC Induction motor v1,220.9762700785465,97.9644013539058,1798.1151847062188,safe
2024-07-31 00:02:00,TEBC Induction motor v1,224.3037873274484,95.05031847828047,1794.7608398596824,safe
2024-07-31 00:04:00,TEBC Induction motor v1,222.05526752143288,97.37913097928612,1795.2315598999207,safe
2024-07-31 00:06:00,TEBC Induction motor v1,220.89766365993796,98.54385195470525,1792.5052058641718,safe
2024-07-31 00:08:00,TEBC Induction motor v1,218.4730959867781,95.21987716012045,1796.0504301681046,faulty
2024-07-31 00:10:00,TEBC Induction motor v1,222.91788226133312,99.39760741511866,1793.0290480866984,safe
2024-07-31 00:12:00,TEBC Induction motor v1,218.75174422525384,97.60040708317835,1795.77284014543,faulty
2024-07-31 00:14:00,TEBC Induction motor v1,227.8354600156416,95.1533052416286,1791.6967811557406,safe
2024-07-31 00:16:00,TEBC Induction motor v1,229.27325521002055,96.1220680596042,1791.5946909234117,safe
2024-07-31 00:18:00,TEBC Induction motor v1,217.6688303765156,99.76837848213655,1794.17029741192,faulty
2024-07-31 00:20:00,TEBC Induction motor v1,225.8345007616533,97.91159866526029,1794.2681951511054,safe
2024-07-31 00:22:00,TEBC Induction motor v1,220.5778983950581,95.53736283884402,1792.6810926491255,safe
2024-07-31 00:24:00,TEBC Induction motor v1,221.36089122187863,96.4377225114028,1791.315968503667,safe
2024-07-31 00:26:00,TEBC Induction motor v1,228.51193276585323,97.28351812930242,1790.392105392139,safe
2024-07-31 00:28:00,TEBC Induction motor v1,211.42072116395772,95.10475034633863,1790.2523182728785,faulty
2024-07-31 00:30:00,TEBC Induction motor v1,211.7425859940308,97.0580775680688,1792.7155029000648,faulty
2024-07-31 00:32:00,TEBC Induction motor v1,210.4043679488065,97.44729317717348,1794.6185344216194,faulty
2024-07-31 00:34:00,TEBC Induction motor v1,226.6523969109588,96.21838937640617,1797.2624328130612,safe
2024-07-31 00:36:00,TEBC Induction motor v1,225.563135018997,97.94319500145993,1794.7487170071402,safe
2024-07-31 00:38:00,TEBC Induction motor v1,227.4002429649364,98.76620059796088,1799.040508194353,safe
2024-07-31 00:40:00,TEBC Induction motor v1,229.57236684465528,96.17917112052818,1790.352198045754,safe
2024-07-31 00:42:00,TEBC Induction motor v1,225.98317128433447,98.10249950139992,1791.8066062154064,safe
